,cod_modelo_color,cod_color_code,des_agrup_color_eng,des_fabric,des_product_category,des_product_type,des_filename,des_product_family
5260,57065972-99,99.0,GREY,T-TRICOT,Tops,Sweater,2023_57065972_99.jpg,Sweater
5262,57013824-99,99.0,GREY,P-PLANA,Tops,Blouse,2023_57013824_99.jpg,Shirt
5263,57028274-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57028274_99.jpg,Bags
5264,57029103-95,95.0,GREY,T-TRICOT,Tops,Sweater,2023_57029103_95.jpg,Sweater
5265,53030597-56,56.0,BLUE,P-PLANA,Bottoms,Trousers,2019_53030597_56.jpg,Trousers
5266,53070602-01,1.0,WHITE,J-JEANS,Outerwear,Jacket,2019_53070602_01.jpg,Jackets
5267,53035674-37,37.0,BROWN,P-PLANA,Outerwear,Parka,2019_53035674_37.jpg,Parkas
5268,53000672-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53000672_32.jpg,Glasses
5269,53050623-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53050623_52.jpg,Jumpsuit
5271,53073714-20,20.0,ORANGE,P-PLANA,Tops,Shirt,2019_53073714_20.jpg,Shirt
5272,53030802-20,20.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53030802_20.jpg,Jewellery
5273,53033036-13,13.0,YELLOW,T-TRICOT,Tops,Top,2019_53033036_13.jpg,Tops
5274,53063712-07,7.0,WHITE,T-TRICOT,Bottoms,Trousers,2019_53063712_07.jpg,Trousers
5275,53073711-37,37.0,BROWN,P-PLANA,Bottoms,Trousers,2019_53073711_37.jpg,Trousers
5276,53010932-85,85.0,PINK,K-CIRCULAR,Tops,T-Shirt,2019_53010932_85.jpg,T-shirt
5277,53070943-50,50.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Purse,2019_53070943_50.jpg,Wallets & cases
5278,53040892-45,45.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53040892_45.jpg,Dresses
5279,53030992-05,5.0,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2019_53030992_05.jpg,Dresses
5280,51053746-85,85.0,PINK,K-CIRCULAR,Bottoms,Skirt,2019_51053746_85.jpg,Skirts
5281,53033751-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_53033751_99.jpg,Belts and Ties
5282,53063755-02,2.0,WHITE,J-JEANS,Bottoms,Jeans,2019_53063755_02.jpg,Jeans
5283,53081028-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53081028_99.jpg,Bags
5284,53075775-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53075775_37.jpg,Dresses
5285,57035919-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57035919_99.jpg,T-shirt
5286,57079202-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_57079202_99.jpg,Jumpsuit
5287,57037687-99,99.0,GREY,O-POLIPIEL,"Dresses, jumpsuits and Complete set",Dress,2019_57037687_99.jpg,Dresses
5288,53025772-08,8.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53025772_08.jpg,T-shirt
5289,57067890-56,56.0,BLUE,P-PLANA,Tops,Top,2019_57067890_56.jpg,Tops
5290,67090516-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2020_67090516_99.jpg,"Hats, scarves and gloves"
5291,67050548-48,48.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2020_67050548_48.jpg,Footwear
5292,57058632-43,43.0,GREEN,P-PLANA,Tops,Blouse,2019_57058632_43.jpg,Shirt
5293,67090611-30,30.0,BROWN,P-PLANA,Outerwear,Blazer,2020_67090611_30.jpg,Blazers
5294,57050011-87,87.0,PINK,P-PLANA,Tops,Shirt,2023_57050011_87.jpg,Shirt
5295,47086319-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bucket bag,2023_47086319_CU.jpg,Bags
5296,47037835-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_47037835_OR.jpg,Jewellery
5297,57092505-10,10.0,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57092505_10.jpg,Glasses
5298,57010737-36,36.0,BROWN,P-PLANA,Tops,Blouse,2023_57010737_36.jpg,Shirt
5299,57082001-43,43.0,GREEN,K-CIRCULAR,Tops,T-Shirt,2023_57082001_43.jpg,T-shirt
5300,47017852-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_47017852_01.jpg,T-shirt
5301,57050262-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57050262_01.jpg,T-shirt
5302,57013778-50,50.0,BLUE,P-PLANA,Tops,Shirt,2023_57013778_50.jpg,Shirt
5303,57072887-99,99.0,GREY,T-TRICOT,Tops,Top,2023_57072887_99.jpg,Tops
5304,57043800-50,50.0,BLUE,T-TRICOT,Tops,Cardigan,2023_57043800_50.jpg,Cardigans
5305,57002536-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57002536_OR.jpg,Jewellery
5306,57072889-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57072889_99.jpg,Bags
5307,57003818-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_57003818_TN.jpg,Jeans
5308,57084769-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57084769_99.jpg,Dresses
5309,57097711-30,30.0,BROWN,P-PLANA,Outerwear,Jacket,2023_57097711_30.jpg,Jackets
5310,57017728-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2023_57017728_05.jpg,Sweater
5311,57093819-01,1.0,WHITE,P-PLANA,Bottoms,Trousers,2023_57093819_01.jpg,Trousers
5312,57097727-28,28.0,ORANGE,K-CIRCULAR,Tops,Blouse,2023_57097727_28.jpg,Shirt
5313,57005822-36,36.0,BROWN,T-TRICOT,Tops,Sweater,2023_57005822_36.jpg,Sweater
5314,57047739-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57047739_OR.jpg,Jewellery
5315,57009115-70,70.0,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57009115_70.jpg,Dresses
5316,57059111-05,5.0,WHITE,P-PLANA,Tops,Blouse,2023_57059111_05.jpg,Shirt
5317,57069110-99,99.0,GREY,K-CIRCULAR,Tops,Bodysuit,2023_57069110_99.jpg,Bodysuits
5318,57005154-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57005154_99.jpg,Dresses
5319,57077760-92,92.0,GREY,P-PLANA,Bottoms,Trousers,2023_57077760_92.jpg,Trousers
5320,57089118-99,99.0,GREY,T-TRICOT,Tops,Cardigan,2023_57089118_99.jpg,Cardigans
5321,43095746-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2019_43095746_01.jpg,"Hats, scarves and gloves"
5322,43055777-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bikini pantie,2019_43055777_99.jpg,Swimwear
5323,43045796-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43045796_08.jpg,Bags
5324,43067768-99,99.0,GREY,K-CIRCULAR,Tops,Top,2019_43067768_99.jpg,Tops
5325,53020634-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2019_53020634_99.jpg,Footwear
5326,53080604-05,5.0,WHITE,T-TRICOT,Tops,Cardigan,2019_53080604_05.jpg,Cardigans
5327,53015021-01,1.0,WHITE,P-PLANA,Outerwear,Coat,2019_53015021_01.jpg,Coats
5328,53003761-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53003761_OR.jpg,Jewellery
5329,53065019-99,99.0,GREY,O-POLIPIEL,Outerwear,Jacket,2019_53065019_99.jpg,Jackets
5330,51055737-09,9.0,WHITE,P-PLANA,Outerwear,Jacket,2019_51055737_09.jpg,Jackets
5331,51043778-43,43.0,GREEN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_51043778_43.jpg,Dresses
5332,53041102-15,15.0,YELLOW,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53041102_15.jpg,Dresses
5333,53085739-94,94.0,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2019_53085739_94.jpg,Dresses
5334,53015779-49,49.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53015779_49.jpg,Bags
5335,53075779-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ankle Boots,2019_53075779_99.jpg,Footwear
5336,57025904-15,15.0,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Trainers,2019_57025904_15.jpg,Footwear
5337,53135788-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_53135788_05.jpg,Belts and Ties
5338,57065130-37,37.0,BROWN,P-PLANA,Bottoms,Trousers,2019_57065130_37.jpg,Trousers
5339,51013711-43,43.0,GREEN,P-PLANA,Tops,Shirt,2019_51013711_43.jpg,Shirt
5340,57015947-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57015947_99.jpg,T-shirt
5341,57037889-52,52.0,BLUE,P-PLANA,Tops,Top,2019_57037889_52.jpg,Tops
5342,57009218-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_57009218_99.jpg,Dresses
5343,57007894-43,43.0,GREEN,T-TRICOT,Tops,Sweater,2019_57007894_43.jpg,Sweater
5344,57037895-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_57037895_99.jpg,Trousers
5345,67010565-90,90.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2020_67010565_90.jpg,Jewellery
5346,57029218-11,11.0,YELLOW,T-TRICOT,Tops,Sweater,2019_57029218_11.jpg,Sweater
5347,47011282-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_47011282_99.jpg,Bags
5348,47025842-88,88.0,PINK,K-CIRCULAR,"Accesories, Swim and Intimate",Bikini top,2023_47025842_88.jpg,Swimwear
5349,47065957-05,5.0,WHITE,T-TRICOT,Tops,Top,2023_47065957_05.jpg,Tops
5350,57040690-36,36.0,BROWN,P-PLANA,Tops,Top,2023_57040690_36.jpg,Tops
5351,57020087-20,20.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2023_57020087_20.jpg,"Hats, scarves and gloves"
5352,57000157-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_57000157_02.jpg,Bags
5353,57010734-99,99.0,GREY,P-PLANA,Tops,Shirt,2023_57010734_99.jpg,Shirt
5354,57050228-02,2.0,WHITE,P-PLANA,Tops,Blouse,2023_57050228_02.jpg,Shirt
5355,57010282-20,20.0,ORANGE,K-CIRCULAR,Tops,T-Shirt,2023_57010282_20.jpg,T-shirt
5356,57000418-46,46.0,BLUE,K-CIRCULAR,"Accesories, Swim and Intimate",Bikini top,2023_57000418_46.jpg,Swimwear
5357,57074009-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57074009_99.jpg,Dresses
5358,57001101-TC,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57001101_TC.jpg,Jeans
5359,57033803-07,7.0,WHITE,K-CIRCULAR,Bottoms,Leggings,2023_57033803_07.jpg,Leggings and joggers
5360,57054763-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Scarf,2023_57054763_70.jpg,"Hats, scarves and gloves"
5361,57021174-84,84.0,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_57021174_84.jpg,Bags
5362,57045798-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_57045798_99.jpg,Bags
5363,57035989-99,99.0,GREY,L-PIEL,Bottoms,Trousers,2023_57035989_99.jpg,Trousers
5364,57053813-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Wallet,2023_57053813_CU.jpg,Wallets & cases
5365,57056013-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57056013_70.jpg,Footwear
5366,57035994-99,99.0,GREY,K-CIRCULAR,Tops,Shirt,2023_57035994_99.jpg,Shirt
5367,57077731-08,8.0,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57077731_08.jpg,Dresses
5368,57097734-30,30.0,BROWN,T-TRICOT,Tops,Cardigan,2023_57097734_30.jpg,Cardigans
5369,57037735-95,95.0,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57037735_95.jpg,Dresses
5370,57047736-08,8.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57047736_08.jpg,Dresses
5371,57049109-99,99.0,GREY,K-CIRCULAR,Tops,Cardigan,2023_57049109_99.jpg,Cardigans
5372,43057721-15,15.0,YELLOW,T-TRICOT,Tops,Top,2019_43057721_15.jpg,Tops
5373,53090588-01,1.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53090588_01.jpg,Jumpsuit
5374,51080660-02,2.0,WHITE,K-CIRCULAR,Tops,Top,2019_51080660_02.jpg,Tops
5375,43017044-05,5.0,WHITE,K-CIRCULAR,Tops,Top,2019_43017044_05.jpg,Tops
5376,41047044-20,20.0,ORANGE,P-PLANA,Bottoms,Skirt,2019_41047044_20.jpg,Skirts
5377,53070767-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_53070767_99.jpg,Shirt
5378,53003738-49,49.0,GREEN,T-TRICOT,Tops,Sweater,2019_53003738_49.jpg,Sweater
5379,53050887-76,76.0,RED,T-TRICOT,Tops,Top,2019_53050887_76.jpg,Tops
5380,53040903-02,2.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53040903_02.jpg,Dresses
5381,53063729-77,77.0,RED,T-TRICOT,Tops,Cardigan,2019_53063729_77.jpg,Cardigans
5382,53003760-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53003760_05.jpg,Jewellery
5383,53023770-04,4.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2019_53023770_04.jpg,Footwear
5384,57009203-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57009203_99.jpg,Dresses
5385,57069204-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_57069204_99.jpg,Jumpsuit
5386,57057697-37,37.0,BROWN,P-PLANA,Tops,Shirt,2019_57057697_37.jpg,Shirt
5387,57029214-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_57029214_99.jpg,Dresses
5388,67040567-99,99.0,GREY,O-POLIPIEL,Bottoms,Skirt,2020_67040567_99.jpg,Skirts
5389,47011308-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_47011308_TM.jpg,Jeans
5390,47044759-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_47044759_02.jpg,Bags
5391,47005860-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_47005860_OR.jpg,Jewellery
5392,57012508-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57012508_99.jpg,Glasses
5393,57040155-52,52.0,BLUE,P-PLANA,Outerwear,Vest,2023_57040155_52.jpg,Vest
5394,57095785-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Gloves,2023_57095785_05.jpg,"Hats, scarves and gloves"
5395,57062883-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57062883_99.jpg,Jumpsuit
5396,57022884-90,90.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57022884_90.jpg,Dresses
5397,57050465-95,95.0,GREY,J-JEANS,Bottoms,Trousers,2023_57050465_95.jpg,Trousers
5398,57013809-99,99.0,GREY,T-TRICOT,Tops,Sweater,2023_57013809_99.jpg,Sweater
5400,57005975-TO,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57005975_TO.jpg,Jeans
5401,57045792-48,48.0,GREEN,P-PLANA,Tops,Blouse,2023_57045792_48.jpg,Shirt
5402,57062526-05,5.0,WHITE,T-TRICOT,Tops,Top,2023_57062526_05.jpg,Tops
5403,57004434-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bucket bag,2023_57004434_99.jpg,Bags
5404,57035986-30,30.0,BROWN,L-PIEL,Outerwear,Jacket,2023_57035986_30.jpg,Jackets
5405,57045988-78,78.0,RED,L-PIEL,Outerwear,Coat,2023_57045988_78.jpg,Coats
5406,57021179-TM,53.825949367088604,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57021179_TM.jpg,Bags
5407,57057713-TU,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_57057713_TU.jpg,Jeans
5408,57094427-02,2.0,WHITE,J-JEANS,Bottoms,Jeans,2023_57094427_02.jpg,Jeans
5409,57094428-TM,53.825949367088604,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57094428_TM.jpg,Footwear
5410,57006015-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57006015_OR.jpg,Jewellery
5411,57059089-81,81.0,PINK,T-TRICOT,Tops,Top,2023_57059089_81.jpg,Tops
5412,57019121-OR,4.400709219858156,WHITE,T-TRICOT,Tops,Sweater,2023_57019121_OR.jpg,Sweater
5413,43003701-TO,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2019_43003701_TO.jpg,Jeans
5414,53030573-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53030573_02.jpg,Glasses
5415,53040531-70,70.0,RED,T-TRICOT,Tops,Top,2019_53040531_70.jpg,Tops
5416,51070638-14,14.0,YELLOW,K-CIRCULAR,Tops,Top,2019_51070638_14.jpg,Tops
5417,53020603-70,70.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53020603_70.jpg,Dresses
5418,53020686-TC,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2019_53020686_TC.jpg,Jeans
5419,51070817-02,2.0,WHITE,P-PLANA,Bottoms,Trousers,2019_51070817_02.jpg,Trousers
5420,53095011-CG,33.33863275039746,BROWN,L-PIEL,Outerwear,Leather Jacket,2019_53095011_CG.jpg,Leather jackets
5421,53040887-TC,53.825949367088604,BLUE,J-JEANS,Bottoms,Skirt,2019_53040887_TC.jpg,Skirts
5422,53010920-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53010920_05.jpg,Dresses
5423,53080900-75,75.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_53080900_75.jpg,Footwear
5424,53041009-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2019_53041009_05.jpg,Wallets & cases
5425,53071028-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2019_53071028_30.jpg,Footwear
5426,53065735-92,92.0,GREY,P-PLANA,Tops,Shirt,2019_53065735_92.jpg,Shirt
5427,53033778-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53033778_52.jpg,Bags
5428,51085029-91,91.0,GREY,P-PLANA,Outerwear,Coat,2019_51085029_91.jpg,Coats
5429,57014755-92,92.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57014755_92.jpg,T-shirt
5430,57029027-49,49.0,GREEN,P-PLANA,Tops,Blouse,2019_57029027_49.jpg,Shirt
5431,57065944-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57065944_99.jpg,Dresses
5432,57027699-08,8.0,WHITE,P-PLANA,Tops,Shirt,2019_57027699_08.jpg,Shirt
5433,57039064-02,2.0,WHITE,P-PLANA,Tops,Shirt,2019_57039064_02.jpg,Shirt
5434,57058259-99,99.0,GREY,L-PIEL,Outerwear,Leather Jacket,2019_57058259_99.jpg,Leather jackets
5435,57066709-06,6.0,WHITE,P-PLANA,Outerwear,Coat,2019_57066709_06.jpg,Coats
5436,57030035-01,1.0,WHITE,J-JEANS,Tops,Top,2023_57030035_01.jpg,Tops
5437,47075877-01,1.0,WHITE,K-CIRCULAR,Tops,Top,2023_47075877_01.jpg,Tops
5438,57000276-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57000276_PL.jpg,Jewellery
5439,57050302-07,7.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57050302_07.jpg,Footwear
5440,57085136-09,9.0,WHITE,P-PLANA,Outerwear,Coat,2023_57085136_09.jpg,Coats
5441,57001065-15,15.0,YELLOW,K-CIRCULAR,Tops,T-Shirt,2023_57001065_15.jpg,T-shirt
5442,57075138-09,9.0,WHITE,P-PLANA,Bottoms,Skirt,2023_57075138_09.jpg,Skirts
5443,57001133-25,25.0,ORANGE,P-PLANA,Tops,Blouse,2023_57001133_25.jpg,Shirt
5444,57085787-43,43.0,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2023_57085787_43.jpg,"Hats, scarves and gloves"
5445,57052895-PL,98.00999200639488,GREY,K-CIRCULAR,Tops,Bodysuit,2023_57052895_PL.jpg,Bodysuits
5446,57005971-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57005971_99.jpg,Belts and Ties
5447,57051173-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57051173_01.jpg,Jewellery
5448,57015798-85,85.0,PINK,K-CIRCULAR,Tops,T-Shirt,2023_57015798_85.jpg,T-shirt
5449,57064427-02,2.0,WHITE,J-JEANS,"Dresses, jumpsuits and Complete set",Dress,2023_57064427_02.jpg,Dresses
5450,57073818-65,65.0,PURPLE,P-PLANA,Bottoms,Trousers,2023_57073818_65.jpg,Trousers
5451,57035806-74,74.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2023_57035806_74.jpg,Wallets & cases
5452,57007733-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2023_57007733_05.jpg,Sweater
5453,57046026-99,99.0,GREY,P-PLANA,Outerwear,Blazer,2023_57046026_99.jpg,Blazers
5454,57069116-99,99.0,GREY,K-CIRCULAR,Tops,Shirt,2023_57069116_99.jpg,Shirt
5455,57059123-02,2.0,WHITE,K-CIRCULAR,Tops,Shirt,2023_57059123_02.jpg,Shirt
5456,43023763-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43023763_99.jpg,Bags
5457,51093704-08,8.0,WHITE,P-PLANA,Outerwear,Coat,2019_51093704_08.jpg,Coats
5458,41041002-37,37.0,BROWN,P-PLANA,Bottoms,Trousers,2019_41041002_37.jpg,Trousers
5459,53010873-08,8.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53010873_08.jpg,Dresses
5460,51070909-76,76.0,RED,P-PLANA,Bottoms,Trousers,2019_51070909_76.jpg,Trousers
5461,53003740-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_53003740_05.jpg,Sweater
5462,53050889-05,5.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53050889_05.jpg,Bags
5463,53048813-99,99.0,GREY,P-PLANA,Outerwear,Puffer coat,2019_53048813_99.jpg,Puffer coats
5464,53081095-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2019_53081095_52.jpg,"Hats, scarves and gloves"
5465,53081101-30,30.0,BROWN,P-PLANA,Outerwear,Jacket,2019_53081101_30.jpg,Jackets
5466,53088813-08,8.0,WHITE,P-PLANA,Outerwear,Jacket,2019_53088813_08.jpg,Jackets
5467,53073776-95,95.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_53073776_95.jpg,T-shirt
5468,51055774-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51055774_37.jpg,Dresses
5469,51083792-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_51083792_99.jpg,Trousers
5470,53005770-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_53005770_05.jpg,Sweater
5471,57004380-70,70.0,RED,K-CIRCULAR,Tops,T-Shirt,2019_57004380_70.jpg,T-shirt
5472,57075782-77,77.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Boots,2019_57075782_77.jpg,Footwear
5473,57099206-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57099206_99.jpg,Dresses
5474,57049206-08,8.0,WHITE,P-PLANA,Tops,Top,2019_57049206_08.jpg,Tops
5475,47054426-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2023_47054426_99.jpg,Bags
5476,57092504-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57092504_99.jpg,Jumpsuit
5477,57010736-87,87.0,PINK,P-PLANA,Tops,Blouse,2023_57010736_87.jpg,Shirt
5478,57010379-43,43.0,GREEN,T-TRICOT,Tops,Sweater,2023_57010379_43.jpg,Sweater
5479,57025957-11,11.0,YELLOW,K-CIRCULAR,Tops,T-Shirt,2023_57025957_11.jpg,T-shirt
5480,57001103-50,50.0,BLUE,P-PLANA,Bottoms,Skirt,2023_57001103_50.jpg,Skirts
5481,57043808-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57043808_99.jpg,Dresses
5482,57044413-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_57044413_99.jpg,Glasses
5484,57004430-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Bucket bag,2023_57004430_99.jpg,Bags
5485,57096311-94,94.0,GREY,T-TRICOT,Tops,Cardigan,2023_57096311_94.jpg,Cardigans
5486,57061178-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57061178_05.jpg,Dresses
5487,57023822-15,15.0,YELLOW,P-PLANA,Tops,Blouse,2023_57023822_15.jpg,Shirt
5488,57063820-70,70.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57063820_70.jpg,Jumpsuit
5489,57007744-66,66.0,PURPLE,T-TRICOT,Tops,Sweater,2023_57007744_66.jpg,Sweater
5490,57077741-16,16.0,YELLOW,P-PLANA,Bottoms,Trousers,2023_57077741_16.jpg,Trousers
5491,57025814-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57025814_99.jpg,T-shirt
5492,57056028-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57056028_43.jpg,Jumpsuit
