community_id,cod_modelo_color
28,57047762-76
28,57067747-PL
28,57067760-92
28,57008277-TO
28,57067759-30
28,57097752-30
28,57047760-56
28,57037763-79
28,57097746-20
28,57097744-30
28,57057759-70
28,57097748-OR
28,57037750-TM
28,57087123-04
28,57077753-05
28,57087762-30
28,57057747-PL
28,57067758-08
28,57057755-65
28,67050292-PL
28,57057760-92
28,67020442-PL
28,57077750-OR
28,57077758-05
28,57009099-PL
28,57006014-PL
28,57078273-30
28,57057758-05
28,57047748-76
28,57067753-TO
28,57048269-37
28,57077747-30
28,57069104-PL
28,57087749-TM
28,57037748-PL
28,57027757-65
28,57067741-PL
28,57047743-OR
28,57007776-65
28,57059119-PL
28,57077759-99
28,57077760-92
28,57097758-09
29,57034777-37
29,57075794-09
29,57079082-TN
29,57099092-88
29,57045794-05
29,57007749-37
29,57079093-99
29,57053811-01
29,57004423-70
29,57034404-92
29,57024428-01
29,57005819-46
29,57029108-99
29,57094405-05
29,57086307-01
29,57072883-99
29,57044022-99
29,57012002-30
29,57037720-28
29,57094404-99
29,57003820-TN
29,57005810-95
29,57013778-50
29,57014779-70
29,57096308-99
29,57045798-84
29,57040300-OR
29,57006015-OR
29,57053810-41
29,57007774-PL
29,57029805-99
29,57045995-99
29,57074430-30
29,57067733-35
29,57024016-43
29,57086313-95
29,47067877-99
29,57004042-OR
29,57055809-78
29,57053817-01
29,57055795-70
29,57032888-TM
29,57058270-99
29,57032512-CU
29,57034008-91
29,57079101-95
29,57055811-85
29,57069110-99
29,57013808-02
29,57063811-99
29,47008649-99
29,57074781-TU
29,57039088-36
29,57012509-99
29,57005815-05
29,57074401-07
29,57094773-80
29,57094779-TM
29,57065147-68
29,57094031-56
29,57071175-99
29,57065980-78
29,57004770-70
29,57012889-TN
29,57015978-08
29,57034435-05
29,57025975-99
29,57095791-02
29,57039106-99
29,57065947-99
29,57023817-40
29,57086019-TN
29,57007778-CO
29,57004436-CU
29,47054016-01
29,57066011-99
29,57005798-37
29,57074028-01
29,57010613-32
29,57002522-99
29,57039123-05
29,57075987-99
29,57015812-02
29,57006010-OR
29,57072894-70
29,57026012-08
29,57064428-45
29,57067761-DI
29,57055139-99
29,57043806-99
29,57044410-TO
29,57054386-99
29,57007761-06
29,57055949-52
29,57020264-70
29,57095975-52
29,57075957-57
29,57034769-05
29,57040251-02
29,57073815-56
29,57022897-05
29,57043812-99
29,57087750-78
29,57027724-99
29,57097755-99
29,57094433-05
29,57025980-99
29,57020264-56
29,57035989-99
29,57074782-99
29,57003815-TN
29,47091269-TN
29,57032893-TN
29,57075805-57
29,57007749-17
29,57085953-35
29,57097730-99
29,57067735-CG
29,57026032-92
29,57025804-99
29,57077761-92
29,57029120-99
29,57006030-43
29,57035148-01
29,57005827-43
29,57083807-43
29,57013807-07
29,57023778-08
29,57029107-99
29,57083800-99
29,57065799-94
29,57085795-92
29,57050181-50
29,57023811-52
29,57052883-99
29,57089083-99
29,57072511-99
29,57003813-TO
29,57050336-PL
29,57004789-99
29,57074029-01
29,57093812-30
29,57085138-99
29,57035793-61
29,57036020-DI
29,57042513-02
29,57095807-05
29,57013778-88
29,57033802-99
29,57015802-30
29,57062883-99
29,57053276-99
29,57034006-30
29,57024408-99
29,57085809-99
29,57048635-36
29,57097716-99
29,57093810-08
29,57064410-09
29,57004430-99
29,57075965-05
29,57036017-99
29,57087717-DO
29,57022513-30
29,57029095-99
29,57075137-09
29,57057742-95
29,57037719-43
29,57057748-17
29,57050100-05
29,57025814-02
29,57098278-92
29,57007750-17
29,57033821-02
29,57002513-99
29,57083814-70
29,57062893-TO
29,57037118-76
29,57057757-99
29,57026021-92
29,57076019-99
29,57055950-99
29,57001503-99
29,57009119-OR
29,57063799-65
29,57072001-01
29,47015859-06
29,57013823-05
29,57045809-01
29,57040253-99
29,57073807-99
29,57062887-DI
29,57066716-94
29,57009098-91
29,57044025-99
29,57057730-92
29,57067748-30
29,57079107-70
29,57065811-95
29,57063810-95
29,57015144-TN
29,57065982-70
29,57054763-99
29,57086020-02
29,57063262-02
29,57069079-99
29,57003809-34
29,57047729-76
29,57004057-OR
29,57076031-99
29,57007755-91
29,57069089-99
29,57085797-85
29,57003807-TM
29,57014046-OR
29,57034402-70
29,57085793-90
29,57064404-99
29,57037903-99
29,57013784-05
29,47084411-02
29,57086714-99
29,57025801-95
29,57056027-99
29,57007743-05
29,57044413-99
29,57076710-92
29,57037753-77
29,57023798-56
29,57050321-99
29,57015802-99
29,57007772-02
29,57072001-35
29,57057724-56
29,57043819-02
29,57089089-99
29,57009106-49
29,57040365-69
29,57074421-31
29,57024777-80
29,57045979-TO
29,57005796-99
29,57094772-99
29,57007751-05
29,57097737-05
29,57036004-OR
29,57081179-99
29,57093798-02
29,57063814-99
29,47014033-CU
29,57048274-05
29,57026025-88
29,57093806-37
29,57087747-17
29,57054408-99
29,57031169-08
29,57004056-OR
29,57025141-TN
29,57077728-76
29,57056013-70
29,57088278-85
29,57023818-05
29,57094406-99
29,57005815-50
29,57066015-92
29,57076309-99
29,57037754-50
29,57002514-99
29,57084434-05
29,57067120-20
29,57037740-85
29,57027730-02
29,47055863-68
29,57095793-05
29,47042877-99
29,57093796-05
29,57065785-54
29,57027729-55
29,57052884-68
29,57074033-09
29,57029119-99
29,47082880-99
29,57086307-43
29,57084417-01
29,57025801-40
29,57091174-05
29,57015799-94
29,57050230-91
29,57047737-30
29,57064404-92
29,57044763-37
29,57045982-30
29,57038268-99
29,57043818-37
29,57081176-PL
29,57015973-TN
29,57084028-OR
29,57094775-OR
29,57001039-CU
29,57045810-95
29,57026010-99
29,57094028-92
29,57044398-05
29,57008282-PL
29,57017725-56
29,57016717-43
29,57026008-PL
29,57097724-99
29,47010145-TN
29,57052886-99
29,57083814-99
29,57021179-08
29,57048267-09
29,57004435-CU
29,57043817-02
29,57083802-50
29,57034415-05
29,57084414-91
29,57007769-92
29,57004781-99
29,57074430-99
29,57073819-25
29,47043770-30
29,57004780-PL
29,57044776-65
29,57074763-43
29,57097119-78
29,57087719-TN
29,57027729-65
29,57052883-69
29,57005800-94
29,57035974-52
29,47064024-09
29,57005150-78
29,57057707-09
29,57047739-OR
29,57023813-70
29,57004055-OR
29,57072516-99
29,57023823-OR
29,57026027-94
29,57034015-08
29,57085985-99
29,57077730-05
29,57094421-70
29,57003818-TN
29,57035794-05
29,57022896-TN
29,57017758-52
29,57007912-05
29,57076027-57
29,57059088-99
29,57015983-97
29,57045798-99
29,57025957-99
29,57005818-50
29,57016018-81
29,57025978-99
29,57065969-07
29,57046027-99
29,57047745-85
29,57051167-TC
29,57033820-02
29,57044407-65
29,57087751-99
29,57169403-99
29,57098276-05
29,57055951-99
29,57095977-49
29,57052894-TA
29,57036713-08
29,57035808-30
29,57059095-99
29,57087747-56
29,57087726-55
29,57003803-07
29,57044396-TO
29,57063262-70
29,57097724-PL
29,57003812-TN
29,57082887-99
29,57066728-09
29,57096025-99
29,57075809-92
29,57015142-99
29,57065143-82
29,57053808-69
29,57082523-PL
29,57025799-99
29,57006718-08
29,57014034-43
29,57002512-99
29,57079121-08
29,57095787-98
29,47028648-91
29,57098271-43
29,57063821-43
29,57039094-99
29,57032882-01
29,57093795-50
29,57041028-83
29,57020031-01
29,57056026-94
29,57032879-05
29,57085984-37
29,57043266-05
29,57054427-99
29,57044395-09
29,57097708-99
29,57084764-DI
29,57091179-01
29,57050028-OR
29,57054391-37
29,57064030-99
29,47075862-68
29,57065793-81
29,57015990-08
29,57007758-92
29,57035794-56
29,57064407-37
29,57034432-DI
29,57002888-01
29,57025801-31
29,57050477-TM
29,57045802-01
29,57034776-PL
29,57004429-99
29,57003826-05
29,57076728-CU
29,57067707-95
29,57005809-35
29,57025977-CU
29,57094414-94
29,57056028-43
29,57004773-78
29,57089119-PL
29,57007744-66
29,57015813-56
29,47067110-PL
29,57095788-56
29,67020255-99
29,57065789-30
29,57064404-08
29,57084403-99
29,57052887-01
29,57095982-99
29,57050107-01
29,57065786-56
29,57054404-05
29,57002533-PL
29,57083794-05
29,57025966-99
29,57085137-TM
29,57073817-99
29,57037741-99
29,57012508-32
29,57046021-99
29,57045148-08
29,57016019-92
29,57062510-02
29,57085971-99
29,57057754-03
29,57083795-99
29,57013804-43
29,57057712-30
29,57077762-99
29,57050100-OR
29,57025956-85
29,57002885-08
29,57045968-43
29,57075791-09
29,57097720-OR
29,57096712-52
29,57087702-99
29,57095791-43
29,57004432-37
29,57087709-09
29,57023814-99
29,57093820-05
29,57023725-37
29,57046024-99
29,57039121-43
29,57065792-99
29,57017123-02
29,57094038-99
29,57006000-65
29,57057734-43
29,57057718-01
29,57059110-99
29,57002885-99
29,57005815-09
29,57040108-99
29,57099121-05
29,57035805-95
29,57050094-80
29,57036314-CG
29,57012518-99
29,57079122-08
29,57067733-94
29,57004410-96
29,57006729-43
29,57004410-37
29,57045980-56
29,57023799-43
29,57029404-96
29,57094019-30
29,57007720-99
29,57013798-TO
29,57022882-85
29,57005805-09
29,57064427-02
29,57013801-99
29,57016026-30
29,57093815-99
29,57040286-TC
29,57013805-05
29,57093816-80
29,57005816-91
29,57094014-08
29,57096306-91
29,57040108-80
29,57073801-99
29,57045965-30
29,57067126-OR
29,57095964-99
29,57055788-99
29,57014436-65
29,57016716-TN
29,57059097-99
29,57004431-TA
29,57086713-92
29,57059805-02
29,57014426-CU
29,57034423-99
29,57095789-75
29,57008278-99
29,57064407-68
29,57005804-43
29,57006716-99
29,57067714-92
29,47064026-92
29,57087711-99
29,57052880-84
29,57077731-08
29,57089084-99
29,57004422-65
29,57095979-43
29,57035965-43
29,57062884-99
29,57007742-37
29,57095804-99
29,47064759-99
29,57097722-43
29,57063799-99
29,57014425-99
29,57015806-81
29,57015800-99
29,47019025-PL
29,57093804-02
29,57009129-09
29,57025956-37
29,57043797-99
29,57098275-99
29,57055797-94
29,57045804-TA
29,57067720-99
29,57075139-78
29,57047738-TS
29,57004434-CU
29,57065804-78
29,57076025-50
29,57006720-56
29,57013783-05
29,57028279-92
29,57005796-05
29,57018274-32
29,57063801-90
29,57082896-02
29,57039100-99
29,57007756-56
29,57076714-68
29,57077124-78
29,57045805-TA
29,57017721-99
29,57062506-01
29,57009125-05
29,57057749-43
29,57000365-05
29,57063818-80
29,57067757-99
29,57057729-02
29,57046312-94
29,57025813-05
29,57066307-99
29,57055798-96
29,57047741-08
29,57018279-99
29,57057730-99
29,57094435-30
29,57095797-05
29,57030409-99
29,57074407-68
29,57065794-99
29,57026717-94
29,57077729-99
29,57023725-09
29,57055983-02
29,57083819-01
29,57083810-99
29,47054426-PL
29,57064008-43
29,57025814-99
29,57073812-95
29,57005797-05
29,57054419-05
29,57087754-99
29,57025801-05
29,57019102-99
29,57009098-50
29,57054016-07
29,57002512-80
29,57086031-31
29,57012530-OR
29,57045139-99
29,57050466-07
29,57064396-99
29,57068271-08
29,57040365-85
29,57067752-02
29,57023799-99
29,57063803-02
29,57039101-PL
29,57013812-99
29,47064425-99
29,57075790-09
29,57048279-99
29,57084414-02
29,57047753-68
29,57097708-03
29,57015975-78
29,57095978-37
29,57023809-02
29,57035981-91
29,57087743-OR
29,57035969-99
29,57015803-99
29,57036032-05
29,57856710-37
29,57081168-PL
29,57063816-99
29,57004401-TM
29,57010474-01
29,47009026-PL
29,57084432-99
29,87062013-OR
29,57095785-35
29,57085964-99
29,47045881-99
29,57014036-PL
29,57050108-20
29,57089099-05
29,47008648-05
29,57052003-01
29,57047732-99
29,57050184-99
29,57045136-99
29,57076308-99
29,57098634-36
29,57076713-92
29,57095952-92
29,57087708-99
29,57094781-99
29,57054763-56
29,57057726-81
29,57079101-37
29,57077126-PL
29,57022894-85
29,57085789-77
29,57073816-32
29,57084011-07
29,47049204-99
29,57040274-PL
29,57092885-99
29,57005991-01
29,57025139-TM
29,57053809-99
29,57096713-85
29,57093801-30
29,57000365-99
29,57021179-01
29,57075147-CU
29,57027754-52
29,57006730-OR
29,57022520-99
29,57013807-99
29,57082889-PL
29,57055801-37
29,57039805-99
29,57066016-92
29,57097719-99
29,57066307-77
29,57094432-30
29,57057753-92
29,57087125-99
29,57076316-CU
29,57033816-61
29,57025976-99
29,57035800-96
29,47058634-02
29,57050290-02
29,57005814-09
29,57046020-32
29,57067731-99
29,57065994-43
29,57093796-88
29,57053820-43
29,57035983-99
29,57035810-02
29,57063800-99
29,57023822-15
29,57005992-01
29,57057727-30
29,57037753-99
29,57007731-02
29,57024421-99
29,57034036-37
29,57050110-01
29,57084426-12
29,57075967-99
29,57005833-43
29,57072511-02
29,57005975-TO
29,57093803-95
29,57009102-52
29,57009095-05
29,57047756-99
29,57026022-PL
29,57005829-99
29,57010241-01
29,57075138-09
29,57033796-99
29,57063813-TM
29,57005969-70
29,57082886-30
29,57035798-99
29,57054015-08
29,57034006-85
29,57036716-PL
29,57064030-01
29,57014038-OR
29,57056001-37
29,57072003-01
29,57003777-02
29,47000096-99
29,57013804-52
29,57007751-91
29,57015139-37
29,57002894-46
29,57053815-05
29,57088267-99
29,57099082-37
29,57023824-01
29,57026006-OR
29,57054404-68
29,57055139-37
29,57008276-05
29,57055810-99
29,57017756-99
29,57042878-DI
29,57014438-05
29,57007770-68
29,67040281-99
29,57025806-30
29,57067717-OR
29,57096312-99
29,57093808-01
29,57033814-49
29,57085989-37
29,57000273-OR
29,57082892-PL
29,57067702-99
29,57087728-08
29,57078271-99
29,57062888-85
29,57026029-78
29,57084014-05
29,57079098-99
29,57007130-CO
29,57062896-TC
29,57073812-01
29,57052895-PL
29,57035994-99
29,67040448-OR
29,57034016-70
29,57043265-43
29,57063798-37
29,57009123-02
29,57052896-88
29,57064007-85
29,57025807-99
29,57035794-43
29,57067719-75
29,57039110-99
29,57024768-TM
29,57094031-05
29,57001066-56
29,57096021-68
29,57069101-95
29,57085808-56
29,57087708-02
29,57054763-05
29,57058272-99
29,57010601-99
29,57043812-35
29,57014047-OR
29,57055799-05
29,57065976-02
29,67030261-99
29,57093807-52
29,57096712-43
29,57006012-OR
29,57053797-92
29,57092881-99
29,57095981-56
29,57023812-05
29,57002532-PL
29,57095807-99
29,57014403-01
29,57059102-61
29,57040356-99
29,57038267-99
29,57095985-43
29,57065149-PL
29,57007762-43
29,57069098-99
29,57075787-05
29,57013810-56
29,57052878-TC
29,57055973-17
29,57005973-99
29,57023775-99
29,57046030-43
29,57093794-05
29,57023804-81
29,57032510-01
29,57065973-99
29,57027747-08
29,57022884-90
29,57047750-99
29,57094434-02
29,57095796-99
29,57037127-CO
29,57065970-99
29,57006722-99
29,57007743-65
29,57053801-99
29,57096007-99
29,57066025-94
29,57043266-99
29,57075138-99
29,57041026-99
29,57010784-80
29,57005823-56
29,57004054-PL
29,57054422-99
29,57009101-90
29,57073807-65
29,57002542-OR
29,47004761-30
29,57047720-40
29,57014778-99
29,57054019-01
29,57000336-TN
29,57062889-46
29,57094425-05
29,57083809-99
29,57054397-50
29,57065809-94
29,57052897-PL
29,57057739-05
29,57079104-37
29,57006017-OR
29,57014435-44
29,57025992-TM
29,57047126-PL
29,57015143-09
29,57016718-70
29,67040288-99
29,57027726-05
29,57040308-01
29,57044017-01
29,57005804-99
29,57076715-99
29,57015966-99
29,57079088-08
29,57019112-99
29,57086306-91
29,57099089-99
29,57099082-08
29,57004428-99
29,57055137-99
29,47040356-50
29,57044434-52
29,57059123-02
29,57033818-08
29,57065143-99
29,57016029-99
29,57032878-01
29,57014776-50
29,57004044-OR
29,57050554-30
29,57063819-02
29,57040094-99
29,57068267-78
29,57085791-09
29,57075789-77
29,57093721-99
29,57095968-99
29,57013810-88
29,57050230-01
29,57059223-99
29,57047742-PL
29,57004048-OR
29,57034022-99
29,57008283-09
29,47011296-99
29,57035979-99
29,57054392-91
29,57059080-35
29,57047728-56
29,57099214-90
29,57044020-56
29,57097124-79
29,57027719-43
29,57055972-30
29,57023775-06
29,57004438-OR
29,57037723-30
29,57033803-07
29,57027745-05
29,57046312-06
29,57008281-09
29,57036022-05
29,57015815-99
29,57095975-01
29,57043802-07
29,57001067-56
29,57024035-99
29,57065950-30
29,57015796-99
29,57024039-45
29,57054783-31
29,57000276-PL
29,57002897-99
29,57026717-08
29,57006001-05
29,57065806-52
29,57064393-09
29,57047120-05
29,47001263-09
29,57085987-99
29,57050086-99
29,57034008-05
29,57062510-99
29,47005858-OR
29,57098633-75
29,57094414-99
29,57065786-35
29,57087739-09
29,57034026-99
29,57034017-08
29,57065810-08
29,57078265-34
29,57099102-28
29,57003822-34
29,57005982-40
29,57092881-01
29,57050491-PL
29,57093808-99
29,57072889-PL
29,57005971-99
29,57015793-09
29,57010765-08
29,57049108-99
29,57054024-32
29,57042524-OR
29,57074401-01
29,57057737-94
29,57054024-99
29,57009104-CO
29,57040158-99
29,57015961-02
29,57089121-05
29,57035803-94
29,57004769-56
29,57095801-35
29,47077845-99
29,57025807-02
29,57049805-02
29,57019096-99
29,57056714-92
29,57023805-35
29,57069106-99
29,57039111-94
29,57097731-02
29,57085990-43
29,47066713-99
29,57017719-05
29,57046015-99
29,57015974-99
29,57023815-70
29,57004433-99
29,57005824-05
29,57086309-99
29,57045808-30
29,57094421-78
29,57015977-78
29,57037757-99
29,57036021-TO
29,57028639-82
29,57082893-99
29,57096711-92
29,57025982-99
29,57004787-07
29,57086028-85
29,57059099-PL
29,57042890-99
29,57017726-09
29,57093813-05
29,57025979-99
29,57044429-99
29,57094032-CU
29,57097715-99
29,57047740-99
29,57094388-99
29,57052525-PL
29,57019106-99
29,57025812-30
29,57024034-PL
29,57042884-99
29,47033262-PL
29,57045793-02
29,57069100-52
29,57040309-TN
29,57094018-01
29,57084414-35
29,57063255-99
29,57000032-99
29,57084037-99
29,57029096-99
29,57043800-05
29,57009130-08
29,57055982-02
29,57015972-05
29,57084019-70
29,57047755-43
29,57005795-56
29,57084396-59
29,57077749-DI
29,57099093-88
29,57017728-91
29,57036026-05
29,57007762-68
29,57033802-90
29,57014403-84
29,57065972-09
29,57086020-99
29,57014039-OR
29,57027758-43
29,57025956-35
29,57017761-99
29,57026013-31
29,57062880-84
29,57039089-99
29,57065140-32
29,57087741-05
29,57065971-99
29,57087752-PL
29,57095137-05
29,57025809-36
29,57003806-TO
29,57012879-TN
29,57035970-99
29,57025982-08
29,57099219-99
29,57029121-OR
29,57095790-05
29,57004783-99
29,57037730-35
29,57022512-99
29,57063797-99
29,57025808-99
29,57027763-92
29,57054407-99
29,57040365-05
29,57041501-30
29,57095794-99
29,57043820-70
29,57017726-91
29,57027128-OR
29,57068267-57
29,57074424-09
29,57077719-99
29,57034434-52
29,57005151-CU
29,57091502-OR
29,57089113-99
29,57037755-01
29,57002881-TU
29,47052881-10
29,57040156-02
29,57004437-78
29,57056716-30
29,57064386-37
29,57074433-05
29,57082886-99
29,57047713-37
29,57063808-TN
29,57043821-79
29,57049109-88
29,57057720-99
29,57055958-DI
29,57064431-99
29,57004790-99
29,47044016-99
29,57043807-02
29,57075788-43
29,57005146-05
29,57077722-77
29,57050088-PL
29,57057734-99
29,57046712-99
29,57075985-99
29,57095790-99
29,57023796-99
29,57013809-99
29,57040311-TM
29,57055144-PL
29,57099087-08
29,57029123-73
29,57039107-57
29,57056004-OR
29,57003804-TN
29,57015809-02
29,57040291-TM
29,57093264-08
29,57094394-09
29,57009100-05
29,57056008-31
29,57046024-08
29,57077715-43
29,57045991-TS
29,57055794-99
29,57036714-85
29,57015812-37
29,57078265-99
29,57058273-32
29,57003817-TM
29,57044016-07
29,57044765-70
29,57086317-99
29,57074434-08
29,57035812-30
29,57015794-99
29,57066026-99
29,57013809-05
29,67050439-PL
29,57096308-43
29,57006721-09
29,57005145-DI
29,57065790-02
29,57035980-68
29,57006719-05
29,57042883-43
29,57097753-70
29,57040322-05
29,57047734-02
29,57047720-99
29,57055948-92
29,57025807-37
29,57038279-92
29,57014041-OR
29,57004410-99
29,57034407-99
29,57054422-08
29,57007721-43
29,57050088-02
29,57050291-TN
29,57012897-46
29,57035137-99
29,57080977-11
29,57097716-OR
29,57024429-05
29,57005983-91
29,57050292-01
29,57083813-02
29,57030409-92
29,57027717-OR
29,57059108-PL
29,57047751-PL
29,57091166-TM
29,57010260-05
29,57034024-09
29,57055983-70
29,57096009-OR
29,57022895-TN
29,57004052-PL
29,57050294-PL
29,57029092-70
29,57069101-37
29,57027742-61
29,57087729-99
29,57073803-05
29,57009124-99
29,57010612-40
29,57045794-09
29,57050294-OR
29,57093798-99
29,57005821-20
29,57071176-99
29,57075976-99
29,57029121-PL
29,57059100-04
29,47024419-15
29,57072891-88
29,57084018-99
29,57075809-30
29,57005804-05
29,57037125-02
29,57035965-99
29,57096011-99
29,57012001-85
29,57045800-94
29,57007771-52
29,57064025-99
29,57040360-01
29,57003803-99
29,57073255-99
29,47093258-99
29,57096003-OR
29,57045793-06
29,57082885-05
29,57037746-35
29,57076000-09
29,57095792-52
29,57022003-43
29,57016007-OR
29,57095809-95
29,57007771-03
29,57075954-99
29,57017748-99
29,67040376-PL
29,57049099-99
29,57034418-78
29,57084433-83
29,57023805-99
29,57025143-TO
29,57037736-52
29,57025993-05
29,57067125-78
29,57034414-99
29,57005803-05
29,57058267-99
29,57094421-56
29,57094028-99
29,57061180-99
29,57075793-37
29,57036728-92
29,57095147-CU
29,57024775-01
29,57045970-68
29,57055991-08
29,47035879-95
29,57043813-30
29,57004784-CU
29,57042882-01
29,57042896-01
29,57095793-81
29,57012510-OR
29,57084388-99
29,57094032-99
29,57036005-PL
29,57025791-02
29,57043803-09
29,57016029-01
29,57012884-99
29,57050437-PL
29,57085982-TM
29,57083807-99
29,57005992-68
29,57017759-30
29,57014778-01
29,57075800-37
29,47085839-TC
29,57077741-16
29,57056018-01
29,57096016-92
29,57037720-99
29,57085976-40
29,57023725-69
29,57088273-52
29,57005802-09
29,57059103-57
29,57082002-80
29,57094012-91
29,57045145-99
29,57050181-02
29,57045803-99
29,57086728-CU
29,57095977-PL
29,57083801-30
29,57005824-43
29,57065947-37
29,57012890-07
29,57014427-56
29,57093817-01
29,57018280-99
29,57085975-09
29,57063820-70
29,57031178-99
29,57057752-09
29,57045812-91
29,57061176-TM
29,57049121-99
29,57027756-70
29,57086311-94
29,57097715-05
29,57055792-48
29,57007912-99
29,57004440-11
29,57037755-59
29,57092003-CU
29,57061083-16
29,57047725-06
29,57054763-09
29,57057737-20
29,57096713-PL
29,57095999-05
29,57084408-06
29,57087706-99
29,57019100-50
29,57013824-99
29,57004049-PL
29,57083805-43
29,57074012-07
29,57075952-99
29,57040156-99
29,57057724-37
29,57004432-70
29,57048273-01
29,57025811-43
29,57094024-30
29,57015987-30
29,57031175-TN
29,57024779-99
29,57074431-99
29,57045967-99
29,57014040-OR
29,57073813-70
29,57056729-57
29,57098274-99
29,57050311-07
29,57026005-OR
29,57047737-01
29,57024405-TN
29,57083804-94
29,57087744-01
29,57085807-99
29,57021179-TM
29,57092878-TC
29,57084394-65
29,57035802-95
29,57052881-05
29,57099087-37
29,57064016-99
29,57075801-01
29,57059103-88
29,57067710-05
29,57029101-04
29,67040262-01
29,57033822-70
29,57015992-99
29,57056307-77
29,57020029-99
29,57078279-05
29,57056011-99
29,57057717-99
29,57028278-TU
29,57095810-30
29,57065797-99
29,57017757-PL
29,57033807-99
29,57014034-01
29,57005978-TM
29,57037126-05
29,57050311-94
29,57007722-99
29,57005804-70
29,57069102-04
29,57066027-99
29,57085805-57
29,57058276-PL
29,57043798-99
29,57093809-99
29,47011318-05
29,57092893-PL
29,57095992-65
29,57075955-11
29,57017755-99
29,57076725-88
29,57097709-30
29,57015982-78
29,57010293-05
29,57043822-43
29,57043800-50
29,57062888-02
29,57027718-08
29,57055786-35
29,57013784-99
29,57065135-08
29,57037745-99
29,67040364-PL
29,57005822-36
29,57015811-02
29,57005970-99
29,57094397-05
29,57073809-76
29,57063797-14
29,57075810-88
29,57038277-99
29,57037734-92
29,57074401-50
29,57043818-56
29,57098634-85
29,57003802-81
29,57083818-70
29,57040156-09
29,57066726-PL
29,57003777-44
29,57050476-TM
29,57051173-01
29,57040254-99
29,57097749-99
29,57007773-99
29,57014404-96
29,57083821-99
29,57003823-TM
29,57054419-99
29,57065149-99
29,57084404-88
29,57068278-05
29,57084427-02
29,57001097-99
29,57056025-05
29,57053800-99
29,57006717-08
29,57035982-37
29,57008279-99
29,57095985-02
29,57058280-99
29,57016021-PL
29,57005802-05
29,57005972-30
29,57067728-99
29,57083799-76
29,57092896-02
29,57038273-01
29,57004050-OR
29,57024017-99
29,47065143-99
29,57043811-05
29,57087725-43
29,57046022-99
29,57049089-56
29,57059109-99
29,57007757-07
29,57017719-43
29,57043266-43
29,57086003-OR
29,57074029-99
29,47087877-94
29,57006013-OR
29,57045790-05
29,57004046-OR
29,57044408-DI
29,57005805-99
29,57065965-07
29,57014399-TM
29,57010007-99
29,57065804-TA
29,57066021-99
29,57059098-99
29,57028276-08
29,57015976-99
29,57019118-OR
29,57046309-43
29,57046016-05
29,57049122-99
29,57087737-91
29,67050277-99
29,57054410-05
29,57054763-43
29,57092510-99
29,57065987-99
29,57093810-70
29,57029404-98
29,57050259-43
29,57004431-99
29,57074432-08
29,47067842-30
29,57074406-77
29,57065984-99
29,57014406-BL
29,57024778-OR
29,57054433-65
29,57091175-OR
29,57042883-99
29,57073808-TM
29,57022510-99
29,57087736-08
29,57046729-05
29,57087735-CG
29,57036012-99
29,57034768-TM
29,57069109-99
29,47033263-OR
29,57043809-52
29,57073799-99
29,57034407-09
29,57072894-02
29,57025973-PL
29,57004409-94
29,57042897-99
29,57097747-17
29,57064406-09
29,57047741-43
29,57050004-99
29,57050556-99
29,57005828-70
29,57017727-99
29,57079117-TO
29,57050107-20
29,57087723-99
29,57058271-99
29,57033810-03
29,57072885-99
29,57047726-09
29,57085976-81
29,57067724-05
29,47050176-PL
29,57007751-06
29,57008280-70
29,57096728-CU
29,57094431-DI
29,57027723-05
29,57098265-TO
29,57004438-05
29,57050437-OR
29,57062516-99
29,57073810-99
29,57095795-37
29,57000031-68
29,57083806-05
29,57004786-31
29,57098269-99
29,57075797-85
29,57006729-35
29,57042513-99
29,57015807-81
29,57086712-99
29,57005799-06
29,57006011-OR
29,57002516-99
29,57056015-92
29,57055979-92
29,57066312-99
29,57007766-70
29,57092510-02
29,57034774-50
29,57002518-99
29,57087737-50
29,57074407-37
29,57075947-99
29,57037729-76
29,57025811-02
29,57049104-99
29,57039109-99
29,57075804-11
29,57085807-85
29,57015968-43
29,57035795-35
29,57003810-TN
29,57050335-TC
29,57095142-99
29,57004047-OR
29,57076026-05
29,57095137-59
29,57077718-05
29,57092894-99
29,57045789-76
29,57010040-99
29,57054763-91
29,57095808-01
29,57088275-92
29,57009128-99
29,57036309-01
29,57047754-99
29,57004440-14
29,57084408-35
29,57075791-48
29,57097735-CG
29,57005795-40
29,57017725-05
29,57013813-05
29,57069085-81
29,57054410-46
29,57097737-91
29,57040322-99
29,57069223-99
29,57010030-99
29,57033803-99
29,57074406-99
29,57045966-TN
29,57015138-30
29,57069118-TO
29,57002893-99
29,57077735-06
29,57092505-32
29,57044407-09
29,57040313-TO
29,57076024-99
29,67040287-99
29,57009118-99
29,57012527-OR
29,57085788-56
29,57083800-PL
29,57050311-99
29,57065972-99
29,57093795-99
29,57075139-56
29,57044776-99
29,67010361-PL
29,57050027-52
29,47087851-OR
29,57055147-99
29,57044395-99
29,57057713-TU
29,57044426-TM
29,57007732-81
29,57049103-90
29,57058269-PL
29,47035916-08
29,57067754-05
29,57040747-01
29,57053809-08
29,57096711-99
29,57056715-37
29,57084782-01
29,57072892-PL
29,57009113-04
29,57015815-01
29,57007751-85
29,57048276-43
29,57001503-80
29,57087715-43
29,57019100-05
29,57056713-PL
29,57014035-PL
29,57099123-99
29,57013817-81
29,57044035-99
